sv,times,x,y,z,vx,vy,vz
G31,474992.617664,23271828.660734717,-8147995.148480274,10354610.01591216,1282.6153686460414,106.39386133552398,-2833.4975630954928
G05,474992.717637,-3404486.97246134,18624076.100786764,18569818.39896447,-1453.7458851139745,-1875.022948466121,1624.4259588904233
G06,474992.717637,14405863.399631158,-21166251.017682906,6692104.612018939,0.203204124923559,914.9005902390172,2978.6466606493823
G13,474992.717637,-10036646.350290744,-11135370.20235424,21781426.114804182,1477.226147676451,-2368.905630828221,-535.0173011480397
G16,474992.717637,2534042.536383304,-19163930.962070227,18090863.84750298,1330.4306587117894,1883.751963119393,1839.0111402834427
G21,474992.717637,25146963.559704456,4908113.273338233,8520613.06593919,-992.7142685434403,341.62094620469543,2821.685121770591
G23,474992.717637,-4339031.895840671,-18968718.945798565,17932959.270191073,1195.6435718292614,-1956.21705705853,-1817.5980726860182
G25,474992.717637,17787561.090169623,18864112.240797497,5796649.158151,206.12478247011063,754.2230444757902,-3069.800582963203
G29,474992.717637,10850703.346840963,11375173.166215308,21478245.50407157,-1339.9901247458724,2357.197768124116,-569.0849227493844
G30,474992.717637,20292318.970729847,8539853.506927185,14505207.751762068,1036.599339481902,1616.5305469352952,-2341.373575896342
G31,474992.717637,23271956.885913145,-8147984.5122695295,10354326.74158166,1282.580803348475,106.38780611128232,-2833.519141356486
G05,474992.827655,-3404646.91200056,18623869.813986044,18569997.112657733,-1453.769958162585,-1875.0325115878043,1624.3822933495783
G06,474992.827655,14405863.421383133,-21166150.360075872,6692432.315895809,0.1922224280865521,914.9382915441654,2978.630821194965
G13,474992.827655,-10036483.829929013,-11135630.824823327,21781367.250428654,1477.2060683208415,-2368.9094391729786,-535.0689672950509
G16,474992.827655,2534188.909118359,-19163723.71474715,18091066.16947882,1330.4563789420702,1883.7646830163435,1838.9683884520036
G21,474992.827655,25146854.341295082,4908150.858224202,8520923.501048435,-992.7500973867951,341.62881222015767,2821.666135331121
G23,474992.827655,-4338900.354827573,-18968934.1640832,17932759.299351577,1195.6199127487782,-1956.2024508508302,-1817.6405169778068
G25,474992.827655,17787583.76655583,18864195.21690679,5796311.424084664,206.1056919482528,754.1866570899995,-3069.814141657821
G29,474992.827655,10850555.924849376,11375432.50049308,21478182.89173886,-1339.9711841101002,2357.1994740385244,-569.1348722796806
G30,474992.827655,20292433.01472479,8540031.352620691,14504950.156614497,1036.5885934998073,1616.4984764355734,-2341.4082903137864
G31,474992.827655,23272097.990795456,-8147972.808062367,10354015.002166657,1282.5427646884282,106.38114304192595,-2833.5428870607348
G05,474992.92763,-3404792.2537457477,18623682.357176308,18570159.508294225,-1453.791833590274,-1875.041201084796,1624.3426134595118
G06,474992.92763,14405863.440101799,-21166058.88740752,6692730.103792699,0.18224372875852168,914.9725512688185,2978.61642697722
G13,474992.92763,-10036336.147164388,-11135867.656717526,21781313.754561722,1477.187821606678,-2368.912899188398,-535.1159169757602
G16,474992.92763,2534321.9226631923,-19163535.384795174,18091250.018401545,1330.4797512522314,1883.7762410891187,1838.9295388191174
G21,474992.92763,25146755.08947648,4908185.012922137,8521205.596257951,-992.7826553101227,341.6359606341912,2821.648881475757
G23,474992.92763,-4338780.823801445,-18969129.73475974,17932577.57881287,1195.5984133918344,-1956.189177297411,-1817.679086341229
G25,474992.92763,17787604.371105034,18864270.615065213,5796004.518799845,206.08834356663056,754.1535914701187,-3069.8264619605357
G29,474992.92763,10850421.962090494,11375668.161588091,21478125.990211044,-1339.953972224765,2357.2010235739963,-569.1802620367868
G30,474992.92763,20292536.64718129,8540192.96059912,14504716.072743772,1036.5788278576415,1616.4693333714138,-2341.439835276448
G31,474992.92763,23272226.211280506,-8147962.172910163,10353731.717637869,1282.5081980802865,106.37508872599415,-2833.5644645203797
G05,474993.037723,-3404952.3073762627,18623475.927738667,18570338.334640443,-1453.815922804682,-1875.0507692839303,1624.2989173567607
G06,474993.037723,14405863.459560625,-21165958.15325769,6693058.027738414,0.1712557189173367,915.0102782432039,2978.600575251472
G13,474993.037723,-10036173.520231709,-11136128.457654953,21781254.839199096,1477.1677278936745,-2368.9167086218486,-535.1676180820751
G16,474993.037723,2534468.400587133,-19163327.993516922,18091452.469316304,1330.5054889119424,1883.7889681426716,1838.886756951277
G21,474993.037723,25146645.789081946,4908222.625083308,8521516.23900242,-992.8185079573932,341.643832999443,2821.6298807842045
G23,474993.037723,-4338649.198088672,-18969345.096690167,17932377.462731246,1195.5747381892113,-1956.174559647226,-1817.7215586896277
G25,474993.037723,17787627.058937494,18864353.6400922,5795666.551648289,206.06923884283015,754.1171795897194,-3069.84002838791
G29,474993.037723,10850274.443581201,11375927.673014235,21478063.324697014,-1339.9350181336345,2357.202729209764,-569.230245337753
G30,474993.037723,20292650.766662195,8540370.920790814,14504458.294695847,1036.568073211266,1616.4372407403052,-2341.4745721539266
G31,474993.037723,23272367.404360164,-8147950.462124576,10353419.760717347,1282.4701328071951,106.3684222482159,-2833.58822505416
G05,474993.137635,-3405097.5621250616,18623288.58723244,18570500.61961303,-1453.8377842250295,-1875.059451996684,1624.259261749982
G06,474993.137635,14405863.476173054,-21165866.73104027,6693355.624960429,0.16128437256770667,915.0445163497509,2978.58618876712
G13,474993.137635,-10036025.93436059,-11136365.14103388,21781201.367188096,1477.1494920705873,-2368.920165088768,-535.2145379393947
G16,474993.137635,2534601.3352184556,-19163139.779816568,18091636.194230415,1330.5288463992163,1883.8005175574363,1838.8479309901124
G21,474993.137635,25146546.59297363,4908256.759759054,8521798.15282571,-992.8510448006145,341.650977805014,2821.612636613612
G23,474993.137635,-4338529.746898657,-18969540.541340046,17932195.84860935,1195.5532523861439,-1956.1612931102115,-1817.7601029514537
G25,474993.137635,17787647.646861095,18864428.983797207,5795359.837176237,206.05190031545044,754.0841350886014,-3069.852339556212
G29,474993.137635,10850140.568852926,11376163.185930664,21478006.449498657,-1339.9178166013708,2357.2042764604766,-569.2756062377636
G30,474993.137635,20292754.331763897,8540532.420813538,14504224.351713564,1036.5583125080755,1616.408115797048,-2341.5060961446493
G31,474993.137635,23272495.536790296,-8147939.834945058,10353136.650173405,1282.4355873627057,106.3623727764857,-2833.6097876840677
G05,474993.237631,-3405242.9411821095,18623101.08835304,18570663.03705797,-1453.859663919236,-1875.068141386108,1624.219572459621
G06,474993.237631,14405863.491801804,-21165775.228535544,6693653.470945057,0.15130515008399925,915.0787832277686,2978.5717895505736
G13,474993.237631,-10035878.22623249,-11136602.02374766,21781147.845527273,1477.1312406267007,-2368.923623810048,-535.2614971308856
G16,474993.237631,2534734.3839498786,-19162951.406722106,18091820.069725305,1330.552223478963,1883.8120760275453,1838.809072000786
G21,474993.237631,25146447.31021234,4908290.923847702,8522080.30194007,-992.8836087304546,341.658129044343,2821.5953773793913
G23,474993.237631,-4338410.197430904,-18969736.148980804,17932014.077941325,1195.5317485218977,-1956.1480147774607,-1817.7986792394518
G25,474993.237631,17787668.25035928,18864504.38754093,5795052.863605567,206.0345466974602,754.0510629400899,-3069.8646604221613
G29,474993.237631,10850006.583291722,11376398.897006877,21477949.52194524,-1339.9006003722254,2357.205824388892,-569.3210051533141
G30,474993.237631,20292857.982960492,8540694.053702015,14503990.20889253,1036.5485430200342,1616.3789662511745,-2341.5376461179494
G31,474993.237631,23272623.773490623,-8147929.199435942,10352853.299450088,1282.4010125797915,106.3563187088514,-2833.6313678554866
G05,474993.347756,-3405403.048804623,18622894.595947057,18570841.901831817,-1453.883759773666,-1875.0777102375955,1624.1758624825761
G06,474993.347756,14405863.507859243,-21165674.45340648,6693981.48529021,0.14031567879010254,915.1165211206323,2978.555931041791
G13,474993.347756,-10035715.558261378,-11136862.90167145,21781088.897007283,1477.1111400853576,-2368.9274321249104,-535.3132128780759
G16,474993.347756,2534880.912431027,-19162743.95121638,18092022.566217978,1330.577968465631,1883.8248045440457,1838.7662763806118
G21,474993.347756,25146337.96693015,4908328.549382906,8522391.029084468,-992.9194708819948,341.66600515574487,2821.576369232503
G23,474993.347756,-4338278.540801058,-18969951.56897571,17931813.890522514,1195.5080664474153,-1956.133390685376,-1817.8411626366264
G25,474993.347756,17787690.93886143,18864587.425408795,5794714.794012627,206.01543466688327,754.0146409352851,-3069.8782285628363
G29,474993.347756,10849859.027782058,11376658.484392157,21477886.82271653,-1339.8816399696511,2357.2075283919185,-569.371002568685
G30,474993.347756,20292972.132276382,8540872.055667985,14503732.345146071,1036.537783271147,1616.3468638953004,-2341.5723913129027
G31,474993.347756,23272764.99580553,-8147917.487313371,10352541.244487094,1282.3629352359208,106.34965196753615,-2833.655133290356
G05,474993.447694,-3405548.348132599,18622707.203997023,18571004.21673718,-1453.9056265545619,-1875.086393277801,1624.1361954913145
G06,474993.447694,14405863.521383816,-21165582.996780265,6694279.155493611,0.13034330987966314,915.150768093878,2978.541538839218
G13,474993.447694,-10035567.93963979,-11137099.647713766,21781035.39653029,1477.0928986202593,-2368.9308874711646,-535.3601445942527
G16,474993.447694,2535013.8888995936,-19162555.684955955,18092206.32690143,1330.6013318913394,1883.8363549346407,1838.7274391203741
G21,474993.447694,25146238.734917745,4908362.695157528,8522673.010921653,-992.9520153601462,341.6731531437804,2821.5591188205694
G23,474993.447694,-4338159.065189702,-18970147.060371302,17931632.217185978,1195.486575061915,-1956.120118705638,-1817.8797157521785
G25,474993.447694,17787711.526765093,18864662.778472584,5794407.995906971,205.99809003588052,753.9815882518412,-3069.8905409109775
G29,474993.447694,10849725.123550523,11376894.059075324,21477829.91865005,-1339.8644332330355,2357.209074113471,-569.4163748972095
G30,474993.447694,20293075.721301366,8541033.588685151,14503498.33150894,1036.5280182340798,1616.3177310129886,-2341.6039218922215
G31,474993.447694,23272893.15086581,-8147906.85924416,10352258.05358282,1282.3283798881894,106.34360244101231,-2833.6766997115533
G05,474993.557696,-3405708.281983316,18622500.940217964,18571182.87256571,-1453.929695251136,-1875.095950001318,1624.092533540568
G06,474993.557696,14405863.535118118,-21165482.32629213,6694606.800148647,0.11936728504929306,915.1884638046788,2978.525696571005
G13,474993.557696,-10035405.457571073,-11137360.23505842,21780976.503002416,1477.0728198611318,-2368.9346900263695,-535.4118023177256
G16,474993.557696,2535160.259121663,-19162348.45849004,18092408.588246014,1330.627048018804,1883.8490677213167,1838.684690407957
G21,474993.557696,25146129.50623982,4908400.280320495,8522983.387023557,-992.9878368364084,341.6810214447123,2821.5401305965324
G23,474993.557696,-4338027.560576641,-18970362.23669304,17931432.24444752,1195.462919444829,-1956.1055094635049,-1817.9221508218836
G25,474993.557696,17787734.18591699,18864745.715954293,5794070.301062239,205.9789981651743,753.945207238017,-3069.9040923883485
G29,474993.557696,10849577.73682479,11377153.356881471,21477767.27896312,-1339.8454934648562,2357.210774773042,-569.4663161897109
G30,474993.557696,20293189.740865193,8541211.38510455,14503240.748485507,1036.5172691655016,1616.2856642443767,-2341.6386270758794
G31,474993.557696,23273034.207460295,-8147895.161601348,10351946.34217289,1282.2903443923644,106.33694427868295,-2833.700437245682
G05,474993.657627,-3405853.5757243354,18622313.559570774,18571345.167775042,-1453.9515602779948,-1875.1046311252157,1624.052868606693
G06,474993.657627,14405863.546548419,-21165390.86888262,6694904.446481019,0.10939667916977669,915.2227083499602,2978.511304039689
G13,474993.657627,-10035257.853118509,-11137596.96524353,21780922.996420775,1477.054579066771,-2368.93814376281,-535.4587305089419
G16,474993.657627,2535293.231180502,-19162160.2029918,18092592.327905484,1330.650409713334,1883.8606159286535,1838.6458550586394
G21,474993.657627,25146030.27434622,4908434.425203764,8523265.345488595,-993.020378471613,341.6881698279499,2821.5228802053657
G23,474993.657627,-4337908.097845329,-18970557.711609617,17931250.575742833,1195.4414295706517,-1956.092237065768,-1817.9607004403847
G25,474993.657627,17787754.76873767,18864821.056801517,5793763.521861106,205.96165367142862,753.9121571519445,-3069.9164025037835
G29,474993.657627,10849443.84558436,11377388.91538872,21477710.369357742,-1339.8282874406032,2357.212319078346,-569.5116850858126
G30,474993.657627,20293293.32058453,8541372.900691748,14503006.744620506,1036.5075035978493,1616.2565331590001,-2341.6701543533113
G31,474993.657627,23273162.346290253,-8147884.535546401,10351663.166576948,1282.2557908465315,106.33089620468036,-2833.722000924074
G05,474993.767633,-3406013.520443742,18622107.28628517,18571523.820933394,-1453.975629604882,-1875.1141867562544,1624.0092042746135
G06,474993.767633,14405863.557978943,-21165290.186819933,6695232.099723983,0.09842142708430401,915.2604053992939,2978.4954597238375
G13,474993.767633,-10035095.369357007,-11137857.562861972,21780864.08990625,1477.034498909425,-2368.941944950592,-535.5103898491094
G16,474993.767633,2535439.612124038,-19161952.966321744,18092794.58762997,1330.6761266715505,1883.873327664846,1838.6031039008417
G21,474993.767633,25145921.034176055,4908472.01338549,8523575.72889004,-993.0562006301798,341.6960394011496,2821.503889983665
G23,474993.767633,-4337776.593416624,-18970772.89268854,17931050.58682396,1195.4177731000464,-1956.0776258089313,-1818.0031361761316
G25,474993.767633,17787777.42470504,18864903.989661314,5793425.811891986,205.94255992023955,753.875775125965,-3069.9299529654586
G29,474993.767633,10849296.457475614,11377648.222980492,21477647.716908284,-1339.8093464412018,2357.214018359918,-569.5616279142258
G30,474993.767633,20293407.34203764,8541550.696844023,14502749.144944664,1036.4967528014085,1616.2244649562117,-2341.704859595306
G31,474993.767633,23273303.400028586,-8147872.8388759345,10351351.438848972,1282.2177532868643,106.32423893276723,-2833.745737964894
G05,474993.86777,-3406159.1182985175,18621919.51754032,18571686.442353223,-1453.997539481736,-1875.122884464158,1623.9694568517525
G06,474993.86777,14405863.567334464,-21165198.533670466,6695530.356601777,0.0884313348356045,915.2947205077032,2978.4810361832215
G13,474993.86777,-10034947.464468505,-11138094.781774826,21780810.463147853,1477.0162199046717,-2368.9454044353174,-535.5574145407646
G16,474993.86777,2535572.8632114707,-19161764.32031897,18092978.6978806,1330.6995364293423,1883.8848983001762,1838.5641876840884
G21,474993.86777,25145821.5908745,4908506.230160582,8523858.264959687,-993.0888087825176,341.7032034183421,2821.486602841641
G23,474993.86777,-4337656.888945249,-18970968.767767843,17930868.53550978,1195.3962389322483,-1956.0643247001326,-1818.0417644629213
G25,474993.86777,17787798.046304952,18864979.478861727,5793118.397698547,205.92517859181567,753.8426571927541,-3069.9422870834105
G29,474993.86777,10849162.293850254,11377884.267398193,21477590.680439282,-1339.792104454007,2357.2155645373523,-569.6070900796697
G30,474993.86777,20293511.133222997,8541712.539251741,14502514.65206335,1036.4869658851317,1616.1952735751954,-2341.73645076755
G31,474993.86777,23273431.79573417,-8147862.19218898,10351067.674970087,1282.183127891601,106.31817942258476,-2833.7673448597316
G05,474993.967815,-3406304.5845774673,18621731.920436747,18571848.910391208,-1454.019429122843,-1875.1315735567382,1623.9297456024058
G06,474993.967815,14405863.575682215,-21165106.961295255,6695828.338016092,0.07845092903403383,915.329004075393,2978.4666252560523
G13,474993.967815,-10034799.697294412,-11138331.783090554,21780756.88095619,1476.9979574039362,-2368.948860088797,-535.6043959153554
G16,474993.967815,2535705.9942164402,-19161575.846476167,18093162.635089826,1330.7229246343372,1883.8964576491376,1838.525306835013
G21,474993.967815,25145722.23567493,4908540.416215608,8524140.539722884,-993.1213867074055,341.7103612812391,2821.469331015247
G23,474993.967815,-4337537.296604824,-18971164.46155835,17930686.64759102,1195.3747245517116,-1956.0510351683993,-1818.0803568799838
G25,474993.967815,17787818.647220824,18865054.89539525,5792811.264706055,205.90781271800506,753.8095698211566,-3069.954609215416
G29,474993.967815,10849028.25521098,11378120.095106434,21477533.691825908,-1339.7748780725174,2357.217108669939,-569.6525103556431
G30,474993.967815,20293614.828072384,8541874.230048828,14502280.3714614,1036.4771873807902,1616.166108897291,-2341.768012393747
G31,474993.967815,23273560.070014656,-8147851.555889619,10350784.16963635,1282.1485340129934,106.31212597059903,-2833.788931315232
G05,474994.07765,-3406464.288121364,18621525.964836515,18572027.272320755,-1454.0434606736421,-1875.1411122101667,1623.886147974346
G06,474994.07765,14405863.583697153,-21165006.424067028,6696155.477029027,0.06749446585627084,915.366642478574,2978.4508033992624
G13,474994.07765,-10034637.472324768,-11138591.976796987,21780698.05001478,1476.9779074752018,-2368.9526531470638,-535.6559745670384
G16,474994.07765,2535852.155579039,-19161368.928011842,18093364.567172747,1330.7486014625651,1883.9091473943415,1838.4826208183074
G21,474994.07765,25145613.154223125,4908577.948404862,8524450.434765581,-993.1571522669675,341.7182200758766,2821.450368385212
G23,474994.07765,-4337406.003918988,-18971379.30362255,17930486.956408214,1195.3511048640894,-1956.036444436323,-1818.122725357524
G25,474994.07765,17787841.262058266,18865137.68807469,5792474.075498532,205.88874689781824,753.7732448080235,-3069.968136388666
G29,474994.07765,10848881.102075722,11378379.000140768,21477471.12130393,-1339.7559657161667,2357.218803186456,-569.7023751367357
G30,474994.07765,20293728.668954603,8542051.739895204,14502023.161468867,1036.466451324155,1616.1340901479293,-2341.8026619125826
G31,474994.07765,23273700.892713204,-8147839.879462095,10350472.919127598,1282.1105545772857,106.30548071749354,-2833.8126294571493
G05,474994.177612,-3406609.6383071616,18621338.521546718,18572189.59724493,-1454.0653319319997,-1875.1497927861392,1623.8464689496893
G06,474994.177612,14405863.589945659,-21164914.92047452,6696453.208208625,0.057523404440416925,915.400897574378,2978.436403091206
G13,474994.177612,-10034489.831571124,-11138828.782214737,21780644.502425995,1476.9596595188295,-2368.956104565993,-535.7029167268537
G16,474994.177612,2535985.181038794,-19161180.608108398,18093548.343630873,1330.7719701692047,1883.920695779349,1838.4437714166668
G21,474994.177612,25145513.874620847,4908612.107599078,8524732.471724873,-993.1897026008975,341.72537289608545,2821.433109700703
G23,474994.177612,-4337286.515306188,-18971574.832273938,17930305.211297024,1195.3296083386092,-1956.0231645825452,-1818.1612849606634
G25,474994.177612,17787861.84224186,18865213.035103586,5792167.194728183,205.8713943537864,753.7401851689353,-3069.9804469277806
G29,474994.177612,10848747.178250078,11378614.632523943,21477414.17044681,-1339.7387531335107,2357.2203447301617,-569.7477574763833
G30,474994.177612,20293832.275725685,8542213.29043464,14501789.06861497,1036.456679717941,1616.1049494223819,-2341.8341962611344
G31,474994.177612,23273829.053320855,-8147829.253255936,10350189.644471476,1282.075988780437,106.29943331630489,-2833.834196771873
G05,474994.287623,-3406769.6028124103,18621132.233917527,18572368.23581695,-1454.0894017460414,-1875.1593452846255,1623.8028006672478
G06,474994.287623,14405863.595670145,-21164814.21423283,6696780.868103879,0.046550556249030706,915.4385962571164,2978.420554410177
G13,474994.287623,-10034327.350866815,-11139089.393653471,21780585.56637079,1476.9395767941883,-2368.95990219682,-535.754577766534
G16,474994.287623,2536131.5820085267,-19160973.355409794,18093750.59031679,1330.7976880375938,1883.9334043461472,1838.4010161091098
G21,474994.287623,25145404.610857997,4908649.701582046,8525042.859357867,-993.2255248510319,341.73324526959186,2821.414115377984
G23,474994.287623,-4337155.0172022,-18971790.01553422,17930105.191221792,1195.3059508095055,-1956.0085489871005,-1818.2037204526284
G25,474994.287623,17787884.489309523,18865295.95281373,5791829.462364103,205.8522967965248,753.7038022593388,-3069.9939942688115
G29,474994.287623,10848599.793292211,11378873.952784382,21477351.489179034,-1339.7198099296415,2357.222040522387,-569.7977018808016
G30,474994.287623,20293946.296769932,8542391.077991983,14501531.439184401,1036.4459251210985,1616.0728790981411,-2341.868900098979
G31,474994.287623,23273970.093689844,-8147817.559515293,10349877.89023223,1282.0379478058721,106.29277854717452,-2833.8579315315023
G05,474994.387642,-3406915.0404748917,18620944.681920655,18572530.64496396,-1454.1112852528515,-1875.1680295007347,1623.763098295235
G06,474994.387642,14405863.599827286,-21164722.651265703,6697078.76602871,0.036574874995721984,915.4728708562925,2978.4061445524812
G13,474994.387642,-10034179.629760314,-11139326.334826645,21780531.978384778,1476.921317825075,-2368.963354214301,-535.8015464553648
G16,474994.387642,2536264.6882319413,-19160784.925696827,18093934.463404074,1330.82106997437,1883.9449579403636,1838.3621437447246
G21,474994.387642,25145305.267805383,4908683.881757565,8525325.053512705,-993.2580931814281,341.7404030652963,2821.3968456634366
G23,474994.387642,-4337035.464971721,-18971985.652888782,17929923.334374443,1195.2844420325919,-1955.9952602117328,-1818.2423012453244
G25,474994.387642,17787905.07758197,18865371.335860282,5791522.404018749,205.83493327895894,753.670724051904,-3070.0063104556093
G29,474994.387642,10848465.79671773,11379109.719852827,21477294.496311817,-1339.7025870388436,2357.223581635512,-569.8431098433351
G30,474994.387642,20294049.960565835,8542552.714527287,14501297.206221018,1036.4361467269332,1616.0437215123964,-2341.900451334129
G31,474994.387642,23274098.32011379,-8147806.928520239,10349594.449516632,1282.003361680038,106.28672872777543,-2833.8795099104923
G05,474994.487709,-3407060.550124403,18620757.039046746,18572693.128078725,-1454.1331791555167,-1875.1767172602522,1623.7233765257213
G06,474994.487709,14405863.602987885,-21164631.04092616,6697376.805475101,0.026594914323823104,915.5071618901036,2978.3917271414834
G13,474994.487709,-10034031.83958887,-11139563.390055342,21780478.359980278,1476.9030498037687,-2368.96680723572,-535.848537571359
G16,474994.487709,2536397.8606742527,-19160596.404398404,18094118.42084292,1330.8444630870465,1883.9565164234596,1838.3232523390068
G21,474994.487709,25145205.873817362,4908718.079052905,8525607.381366478,-993.2906768727019,341.7475647235408,2821.379567094371
G23,474994.487709,-4336915.857520265,-18972181.38280125,17929741.386390794,1195.2629229363718,-1955.9819644159395,-1818.2809001730436
G25,474994.487709,17787925.673997067,18865446.751772903,5791215.197080636,205.81756091430384,753.6376301047505,-3070.0186318991373
G29,474994.487709,10848331.737561118,11379345.600222075,21477237.471548297,-1339.685355647513,2357.2251228640635,-569.8885394760663
G30,474994.487709,20294153.673132293,8542714.425714755,14501062.857689139,1036.426363060477,1616.0145498175239,-2341.9320171891895
G31,474994.487709,23274226.604612853,-8147796.293029065,10349310.870615533,1281.9687586610057,106.28067649597551,-2833.9010980570906
G05,474994.59765,-3407220.420302811,18620550.879718598,18572871.63945166,-1454.1572332921228,-1875.1862615549783,1623.679734858112
G06,474994.59765,14405863.605309056,-21164530.387082208,6697704.2519692285,0.015630777930255135,915.5448365373322,2978.3758863729117
G13,474994.59765,-10033869.46849389,-11139823.836843673,21780419.44541818,1476.8829788719704,-2368.97060022745,-535.900165352549
G16,474994.59765,2536544.176458315,-19160389.279636998,18094320.525590792,1330.8701644367848,1883.9692146708376,1838.2805229218022
G21,474994.59765,25145096.668479078,4908755.651554549,8525917.56561399,-993.3264754133257,341.7554335433565,2821.3605829283074
G23,474994.59765,-4336784.450418715,-18972396.424611416,17929541.480439175,1195.2392804707436,-1955.9673559307262,-1818.3233073685565
G25,474994.59765,17787948.300736252,18865529.605449047,5790877.67541801,205.79847375794816,753.6012708046244,-3070.0321683933303
G29,474994.59765,10848184.452253962,11379604.756002512,21477174.814688645,-1339.6664236967797,2357.226815451816,-569.9384516871925
G30,474994.59765,20294267.61829211,8542892.090208694,14500805.381434854,1036.415613333254,1615.9824995042063,-2341.966697168161
G31,474994.59765,23274367.543450322,-8147784.608790651,10348999.30739112,1281.9307408873567,106.27402763311716,-2833.9248157119378
G05,474994.697585,-3407365.74259846,18620363.482546095,18573033.899903946,-1454.1790980914664,-1875.1949365461242,1623.640064765372
G06,474994.697585,14405863.606373085,-21164438.890397776,6698001.895243948,0.005665046630610959,915.5790823077848,2978.3614866433313
G13,474994.697585,-10033721.877105031,-11140060.580092845,21780365.88789022,1476.8647343416221,-2368.9740473259276,-535.9470942438232
G16,474994.697585,2536677.1781355524,-19160201.00459681,18094504.232214123,1330.8935265961582,1883.9807565326223,1838.2416820091578
G21,474994.697585,25144997.3987717,4908789.805241214,8526199.517421644,-993.3590155592162,341.762586650349,2821.3433259641884
G23,474994.697585,-4336665.00525512,-18972591.893545568,17929359.764373336,1195.217789767021,-1955.9540763259706,-1818.3618545828747
G25,474994.697585,17787968.866339784,18865604.914940696,5790570.871138358,205.78112323187747,753.5682207948043,-3070.044472212976
G29,474994.697585,10848050.573549846,11379840.325541113,21477117.85562244,-1339.649214543033,2357.2283533391656,-569.9838211383089
G30,474994.697585,20294371.191998217,8543053.581963941,14500571.335417826,1036.4058413579587,1615.9533660468655,-2341.9982202905717
G31,474994.697585,23274495.65147214,-8147773.988597694,10348716.098037412,1281.8961828955023,106.26798441389974,-2833.9463741488444
G05,474994.807604,-3407525.731252984,18620157.174949117,18573212.528757904,-1454.2031690485915,-1875.2044861722306,1623.596391341787
G06,474994.807604,14405863.606392961,-21164338.157228686,6698329.57072414,-0.005305696583491226,915.6167836515842,2978.345633164671
G13,474994.807604,-10033559.395028766,-11140321.212457193,21780306.920684844,1476.8446485022623,-2368.977841502833,-535.9987583914543
G16,474994.807604,2536823.60312528,-19159993.73021911,18094706.47137346,1330.9192460756087,1883.9934622762096,1838.1989213859365
G21,474994.807604,25144888.10843544,4908827.406052647,8526509.917747872,-993.3948388773422,341.77046203891837,2821.3243270222642
G23,474994.807604,-4336533.509890617,-18972807.084852763,17929159.707686104,1195.1941305346952,-1955.9394559930201,-1818.404290987819
G25,474994.807604,17787991.50512231,18865687.81976141,5790233.107170517,205.76202134758,753.5318360098795,-3070.058016802359
G29,474994.807604,10847903.187725075,11380099.665540395,21477055.14382483,-1339.6302686183803,2357.2300456878015,-570.0337684803752
G30,474994.807604,20294485.21574059,8543231.365772951,14500313.669206705,1036.3950826670973,1615.9212927269602,-2342.0329236701564
G31,474994.807604,23274636.682315383,-8147762.29746625,10348404.308785845,1281.858137468855,106.2613319665436,-2833.970107274072
G05,474994.907593,-3407671.1366673736,18619969.67469389,18573374.86855328,-1454.2250454396672,-1875.2131645417703,1623.5566990919165
G06,474994.907593,14405863.605363797,-21164246.603909157,6698627.371805333,-0.015275747452051291,915.6510478972084,2978.331224316397
G13,474994.907593,-10033411.727721848,-11140558.08435496,21780253.324357532,1476.8263935063724,-2368.981289094948,-536.0457124026256
G16,474994.907593,2536956.6815783447,-19159805.351019546,18094890.26910254,1330.9426207635802,1884.0050089993076,1838.1600586757916
G21,474994.907593,25144788.77825115,4908861.579697084,8526792.0182828,-993.4273960421793,341.7776199075397,2821.307059544982
G23,474994.907593,-4336414.004699772,-18973002.65661868,17928977.88533128,1195.1726282247982,-1955.9261678639884,-1818.4428582336338
G25,474994.907593,17788012.07819324,18865763.163002934,5789926.1345239645,205.74466036778585,753.4987684242744,-3070.0703258989224
G29,474994.907593,10847769.240295026,11380335.362692267,21476998.144448888,-1339.6130496727187,2357.231583097038,-570.0791621920578
G30,474994.907593,20294588.843359694,8543392.938669706,14500079.490099903,1036.3853041959824,1615.892143283875,-2342.064462731686
G31,474994.907593,23274764.85230002,-8147751.672804162,10348120.941870438,1281.8235601849265,106.25528651161926,-2833.9916761267746
G05,474995.007699,-3407816.7144163633,18619781.95416991,18573537.394331366,-1454.2469473225449,-1875.221852441657,1623.5169600529161
G06,474995.007699,14405863.603335109,-21164154.940028172,6698925.519908889,-0.025256956351540794,915.6853522222896,2978.316797969774
G13,474995.007699,-10033263.889453629,-11140795.233768703,21780199.66061248,1476.8081168602198,-2368.984740068139,-536.0927212424065
G16,474995.007699,2537089.918091825,-19159616.75023547,18095074.278005976,1330.9660227575137,1884.0165685775082,1838.1211501050075
G21,474995.007699,25144689.328576587,4908895.794046448,8527074.447182138,-993.4599910339766,341.78478657938376,2821.289771295671
G23,474995.007699,-4336294.361826046,-18973198.4558978,17928795.846357804,1195.151100757496,-1955.9128635428037,-1818.4814702276453
G25,474995.007699,17788032.67359818,18865838.591093726,5789618.801446946,205.72727855901985,753.4656622802659,-3070.0826487444965
G29,474995.007699,10847635.137853887,11380571.335794222,21476941.07382948,-1339.5958103435632,2357.233121680757,-570.1246088986436
G30,474995.007699,20294692.59125693,8543554.697707944,14499845.033814285,1036.3755137029646,1615.8629596160856,-2342.0960381759073
